experiment,context_len,date,hour,actual,predicted,naive
exp3_8736h,8736,2018-05-28,19,29156.0,42510.97,29874.0
exp3_8736h,8736,2018-05-28,20,29344.0,41564.305,29205.0
exp3_8736h,8736,2018-05-28,21,29998.0,40487.383,29076.0
exp3_8736h,8736,2018-05-28,22,29575.0,38386.14,28422.0
exp3_8736h,8736,2018-05-28,23,27618.0,35122.656,26809.0
exp3_8736h,8736,2018-05-29,0,25550.0,25460.273,24992.0
exp3_8736h,8736,2018-05-29,1,23845.0,23818.488,23185.0
exp3_8736h,8736,2018-05-29,2,22691.0,22631.559,21970.0
exp3_8736h,8736,2018-05-29,3,22273.0,22094.404,21165.0
exp3_8736h,8736,2018-05-29,4,22048.0,21977.533,20741.0
exp3_8736h,8736,2018-05-29,5,22556.0,22357.12,20749.0
exp3_8736h,8736,2018-05-29,6,24287.0,23642.79,21043.0
exp3_8736h,8736,2018-05-29,7,27050.0,25872.143,21458.0
exp3_8736h,8736,2018-05-29,8,29520.0,28115.586,22305.0
exp3_8736h,8736,2018-05-29,9,30920.0,29664.059,23774.0
exp3_8736h,8736,2018-05-29,10,32117.0,30976.645,25172.0
exp3_8736h,8736,2018-05-29,11,33480.0,32208.502,26126.0
exp3_8736h,8736,2018-05-29,12,34812.0,33189.84,26643.0
exp3_8736h,8736,2018-05-29,13,36180.0,34166.73,26792.0
exp3_8736h,8736,2018-05-29,14,37603.0,34841.543,26919.0
exp3_8736h,8736,2018-05-29,15,38989.0,35259.383,27197.0
exp3_8736h,8736,2018-05-29,16,40482.0,35754.82,27677.0
exp3_8736h,8736,2018-05-29,17,41950.0,36268.695,28335.0
exp3_8736h,8736,2018-05-29,18,42689.0,36502.098,29045.0
exp3_8736h,8736,2018-05-29,19,42289.0,36021.234,29156.0
exp3_8736h,8736,2018-05-29,20,41265.0,35425.816,29344.0
exp3_8736h,8736,2018-05-29,21,40408.0,34840.52,29998.0
exp3_8736h,8736,2018-05-29,22,38919.0,33470.168,29575.0
exp3_8736h,8736,2018-05-29,23,35327.0,30897.297,27618.0
exp3_8736h,8736,2018-05-30,0,31808.0,31694.79,25550.0
exp3_8736h,8736,2018-05-30,1,29022.0,29232.357,23845.0
exp3_8736h,8736,2018-05-30,2,27142.0,27445.158,22691.0
exp3_8736h,8736,2018-05-30,3,25989.0,26345.729,22273.0
exp3_8736h,8736,2018-05-30,4,25391.0,25806.246,22048.0
exp3_8736h,8736,2018-05-30,5,25590.0,25846.062,22556.0
exp3_8736h,8736,2018-05-30,6,26921.0,26788.553,24287.0
exp3_8736h,8736,2018-05-30,7,29598.0,28963.379,27050.0
exp3_8736h,8736,2018-05-30,8,31844.0,31171.906,29520.0
exp3_8736h,8736,2018-05-30,9,33015.0,32433.035,30920.0
exp3_8736h,8736,2018-05-30,10,33986.0,33418.727,32117.0
exp3_8736h,8736,2018-05-30,11,34827.0,34274.914,33480.0
exp3_8736h,8736,2018-05-30,12,35514.0,34654.52,34812.0
exp3_8736h,8736,2018-05-30,13,36075.0,34973.832,36180.0
exp3_8736h,8736,2018-05-30,14,36698.0,35343.938,37603.0
exp3_8736h,8736,2018-05-30,15,37075.0,35777.42,38989.0
exp3_8736h,8736,2018-05-30,16,37555.0,36065.977,40482.0
exp3_8736h,8736,2018-05-30,17,37888.0,36463.78,41950.0
exp3_8736h,8736,2018-05-30,18,37741.0,36722.367,42689.0
exp3_8736h,8736,2018-05-30,19,36737.0,36186.703,42289.0
exp3_8736h,8736,2018-05-30,20,35818.0,35794.38,41265.0
exp3_8736h,8736,2018-05-30,21,35396.0,35322.46,40408.0
exp3_8736h,8736,2018-05-30,22,34089.0,34105.715,38919.0
exp3_8736h,8736,2018-05-30,23,31117.0,31684.367,35327.0
exp3_8736h,8736,2018-05-31,0,28295.0,28413.293,31808.0
exp3_8736h,8736,2018-05-31,1,26102.0,26167.893,29022.0
exp3_8736h,8736,2018-05-31,2,24787.0,24698.828,27142.0
exp3_8736h,8736,2018-05-31,3,24023.0,23793.607,25989.0
exp3_8736h,8736,2018-05-31,4,23668.0,23237.242,25391.0
exp3_8736h,8736,2018-05-31,5,24023.0,23565.117,25590.0
exp3_8736h,8736,2018-05-31,6,25568.0,24691.133,26921.0
exp3_8736h,8736,2018-05-31,7,28266.0,26862.098,29598.0
exp3_8736h,8736,2018-05-31,8,30378.0,29014.273,31844.0
exp3_8736h,8736,2018-05-31,9,31448.0,30423.367,33015.0
exp3_8736h,8736,2018-05-31,10,32325.0,31724.729,33986.0
exp3_8736h,8736,2018-05-31,11,33128.0,32787.875,34827.0
exp3_8736h,8736,2018-05-31,12,33656.0,33666.023,35514.0
exp3_8736h,8736,2018-05-31,13,34094.0,34128.67,36075.0
exp3_8736h,8736,2018-05-31,14,34651.0,34754.883,36698.0
exp3_8736h,8736,2018-05-31,15,35142.0,35445.25,37075.0
exp3_8736h,8736,2018-05-31,16,35731.0,36049.664,37555.0
exp3_8736h,8736,2018-05-31,17,36538.0,36627.758,37888.0
exp3_8736h,8736,2018-05-31,18,36971.0,36706.992,37741.0
exp3_8736h,8736,2018-05-31,19,36572.0,36168.473,36737.0
exp3_8736h,8736,2018-05-31,20,36146.0,35524.824,35818.0
exp3_8736h,8736,2018-05-31,21,36015.0,34672.305,35396.0
exp3_8736h,8736,2018-05-31,22,34856.0,33265.484,34089.0
exp3_8736h,8736,2018-05-31,23,32297.0,30813.938,31117.0
exp3_8736h,8736,2018-06-01,0,29604.0,29721.105,28295.0
exp3_8736h,8736,2018-06-01,1,27496.0,27538.416,26102.0
exp3_8736h,8736,2018-06-01,2,26044.0,25997.379,24787.0
exp3_8736h,8736,2018-06-01,3,25133.0,24996.373,24023.0
exp3_8736h,8736,2018-06-01,4,24791.0,24469.496,23668.0
exp3_8736h,8736,2018-06-01,5,25098.0,24763.01,24023.0
exp3_8736h,8736,2018-06-01,6,26625.0,25818.238,25568.0
exp3_8736h,8736,2018-06-01,7,29112.0,27911.895,28266.0
exp3_8736h,8736,2018-06-01,8,31609.0,30153.188,30378.0
exp3_8736h,8736,2018-06-01,9,33182.0,31737.79,31448.0
exp3_8736h,8736,2018-06-01,10,34534.0,32960.867,32325.0
exp3_8736h,8736,2018-06-01,11,35619.0,33945.484,33128.0
exp3_8736h,8736,2018-06-01,12,36831.0,34948.47,33656.0
exp3_8736h,8736,2018-06-01,13,38167.0,35670.32,34094.0
exp3_8736h,8736,2018-06-01,14,39607.0,36228.023,34651.0
exp3_8736h,8736,2018-06-01,15,40929.0,36931.727,35142.0
exp3_8736h,8736,2018-06-01,16,42221.0,37554.465,35731.0
exp3_8736h,8736,2018-06-01,17,43453.0,38218.562,36538.0
exp3_8736h,8736,2018-06-01,18,43948.0,38365.15,36971.0
exp3_8736h,8736,2018-06-01,19,43087.0,37767.19,36572.0
exp3_8736h,8736,2018-06-01,20,41556.0,36879.97,36146.0
exp3_8736h,8736,2018-06-01,21,40427.0,36057.426,36015.0
exp3_8736h,8736,2018-06-01,22,39082.0,34738.68,34856.0
exp3_8736h,8736,2018-06-01,23,36263.0,32282.627,32297.0
exp3_8736h,8736,2018-06-02,0,33202.0,33090.477,29604.0
exp3_8736h,8736,2018-06-02,1,30347.0,30513.777,27496.0
exp3_8736h,8736,2018-06-02,2,28319.0,28398.316,26044.0
exp3_8736h,8736,2018-06-02,3,27026.0,26951.459,25133.0
exp3_8736h,8736,2018-06-02,4,26144.0,26112.547,24791.0
exp3_8736h,8736,2018-06-02,5,25691.0,25928.875,25098.0
exp3_8736h,8736,2018-06-02,6,25714.0,26214.64,26625.0
exp3_8736h,8736,2018-06-02,7,26301.0,27233.633,29112.0
exp3_8736h,8736,2018-06-02,8,28148.0,28844.584,31609.0
exp3_8736h,8736,2018-06-02,9,30713.0,30577.484,33182.0
exp3_8736h,8736,2018-06-02,10,33099.0,32409.543,34534.0
exp3_8736h,8736,2018-06-02,11,34995.0,34004.61,35619.0
exp3_8736h,8736,2018-06-02,12,36495.0,35352.17,36831.0
exp3_8736h,8736,2018-06-02,13,37836.0,36520.266,38167.0
exp3_8736h,8736,2018-06-02,14,38890.0,37451.297,39607.0
exp3_8736h,8736,2018-06-02,15,39568.0,38349.71,40929.0
exp3_8736h,8736,2018-06-02,16,39868.0,39028.363,42221.0
exp3_8736h,8736,2018-06-02,17,39576.0,39553.473,43453.0
exp3_8736h,8736,2018-06-02,18,38867.0,39769.89,43948.0
exp3_8736h,8736,2018-06-02,19,37764.0,39192.383,43087.0
exp3_8736h,8736,2018-06-02,20,36623.0,38269.15,41556.0
exp3_8736h,8736,2018-06-02,21,35944.0,37419.0,40427.0
exp3_8736h,8736,2018-06-02,22,35000.0,36016.273,39082.0
exp3_8736h,8736,2018-06-02,23,32881.0,33551.4,36263.0
exp3_8736h,8736,2018-06-03,0,30417.0,30255.08,33202.0
exp3_8736h,8736,2018-06-03,1,28077.0,28044.637,30347.0
exp3_8736h,8736,2018-06-03,2,26347.0,26310.852,28319.0
exp3_8736h,8736,2018-06-03,3,25053.0,25026.545,27026.0
exp3_8736h,8736,2018-06-03,4,24236.0,24200.531,26144.0
exp3_8736h,8736,2018-06-03,5,23691.0,23695.404,25691.0
exp3_8736h,8736,2018-06-03,6,23440.0,23780.863,25714.0
exp3_8736h,8736,2018-06-03,7,23382.0,24384.916,26301.0
exp3_8736h,8736,2018-06-03,8,23928.0,25595.502,28148.0
exp3_8736h,8736,2018-06-03,9,24971.0,27328.852,30713.0
exp3_8736h,8736,2018-06-03,10,25882.0,29149.867,33099.0
exp3_8736h,8736,2018-06-03,11,26451.0,30243.688,34995.0
exp3_8736h,8736,2018-06-03,12,26728.0,30886.43,36495.0
exp3_8736h,8736,2018-06-03,13,26840.0,31350.605,37836.0
exp3_8736h,8736,2018-06-03,14,26596.0,31581.742,38890.0
exp3_8736h,8736,2018-06-03,15,26390.0,31745.068,39568.0
exp3_8736h,8736,2018-06-03,16,26273.0,32038.447,39868.0
exp3_8736h,8736,2018-06-03,17,26556.0,32419.146,39576.0
exp3_8736h,8736,2018-06-03,18,26948.0,32618.352,38867.0
exp3_8736h,8736,2018-06-03,19,27110.0,32391.615,37764.0
exp3_8736h,8736,2018-06-03,20,27173.0,31999.137,36623.0
exp3_8736h,8736,2018-06-03,21,27413.0,31537.652,35944.0
exp3_8736h,8736,2018-06-03,22,26774.0,30728.56,35000.0
exp3_8736h,8736,2018-06-03,23,25011.0,28705.156,32881.0
exp3_8736h,8736,2018-06-04,0,23226.0,23171.445,30417.0
exp3_8736h,8736,2018-06-04,1,21844.0,21717.523,28077.0
exp3_8736h,8736,2018-06-04,2,21005.0,20833.895,26347.0
exp3_8736h,8736,2018-06-04,3,20556.0,20441.402,25053.0
exp3_8736h,8736,2018-06-04,4,20498.0,20310.492,24236.0
exp3_8736h,8736,2018-06-04,5,21008.0,20674.938,23691.0
exp3_8736h,8736,2018-06-04,6,22516.0,21952.338,23440.0
exp3_8736h,8736,2018-06-04,7,24950.0,23994.46,23382.0
exp3_8736h,8736,2018-06-04,8,26844.0,26088.363,23928.0
exp3_8736h,8736,2018-06-04,9,27730.0,27765.074,24971.0
exp3_8736h,8736,2018-06-04,10,28082.0,29023.953,25882.0
exp3_8736h,8736,2018-06-04,11,28589.0,29941.402,26451.0
exp3_8736h,8736,2018-06-04,12,28967.0,30724.094,26728.0
exp3_8736h,8736,2018-06-04,13,29089.0,31308.76,26840.0
exp3_8736h,8736,2018-06-04,14,29465.0,31872.34,26596.0
exp3_8736h,8736,2018-06-04,15,30113.0,32396.812,26390.0
exp3_8736h,8736,2018-06-04,16,30697.0,33216.586,26273.0
exp3_8736h,8736,2018-06-04,17,31244.0,33958.695,26556.0
exp3_8736h,8736,2018-06-04,18,31812.0,34193.633,26948.0
exp3_8736h,8736,2018-06-04,19,31773.0,33875.5,27110.0
exp3_8736h,8736,2018-06-04,20,31438.0,33426.61,27173.0
exp3_8736h,8736,2018-06-04,21,31293.0,32998.49,27413.0
exp3_8736h,8736,2018-06-04,22,30664.0,31836.162,26774.0
exp3_8736h,8736,2018-06-04,23,28263.0,29451.516,25011.0
exp3_8736h,8736,2018-06-05,0,25612.0,25890.766,23226.0
exp3_8736h,8736,2018-06-05,1,23615.0,24129.756,21844.0
exp3_8736h,8736,2018-06-05,2,22380.0,22950.834,21005.0
exp3_8736h,8736,2018-06-05,3,21668.0,22445.465,20556.0
exp3_8736h,8736,2018-06-05,4,21325.0,22106.865,20498.0
exp3_8736h,8736,2018-06-05,5,21654.0,22399.898,21008.0
exp3_8736h,8736,2018-06-05,6,22944.0,23633.637,22516.0
exp3_8736h,8736,2018-06-05,7,25421.0,25836.727,24950.0
exp3_8736h,8736,2018-06-05,8,27446.0,28040.213,26844.0
exp3_8736h,8736,2018-06-05,9,28518.0,29447.324,27730.0
exp3_8736h,8736,2018-06-05,10,28879.0,30284.87,28082.0
exp3_8736h,8736,2018-06-05,11,29860.0,31092.176,28589.0
exp3_8736h,8736,2018-06-05,12,30474.0,31703.469,28967.0
exp3_8736h,8736,2018-06-05,13,30827.0,32138.863,29089.0
exp3_8736h,8736,2018-06-05,14,31584.0,32540.676,29465.0
exp3_8736h,8736,2018-06-05,15,31997.0,32963.914,30113.0
exp3_8736h,8736,2018-06-05,16,32550.0,33351.61,30697.0
exp3_8736h,8736,2018-06-05,17,33048.0,33916.414,31244.0
exp3_8736h,8736,2018-06-05,18,33270.0,34231.16,31812.0
exp3_8736h,8736,2018-06-05,19,32649.0,33770.54,31773.0
exp3_8736h,8736,2018-06-05,20,32006.0,33179.758,31438.0
exp3_8736h,8736,2018-06-05,21,31792.0,32716.312,31293.0
exp3_8736h,8736,2018-06-05,22,30831.0,31486.691,30664.0
exp3_8736h,8736,2018-06-05,23,28393.0,29106.84,28263.0
exp3_8736h,8736,2018-06-06,0,25750.0,25984.527,25612.0
exp3_8736h,8736,2018-06-06,1,23817.0,24088.46,23615.0
exp3_8736h,8736,2018-06-06,2,22618.0,22840.176,22380.0
exp3_8736h,8736,2018-06-06,3,22000.0,22157.066,21668.0
exp3_8736h,8736,2018-06-06,4,21687.0,21672.363,21325.0
exp3_8736h,8736,2018-06-06,5,22036.0,21717.586,21654.0
exp3_8736h,8736,2018-06-06,6,23329.0,22788.51,22944.0
exp3_8736h,8736,2018-06-06,7,25715.0,24697.166,25421.0
exp3_8736h,8736,2018-06-06,8,27799.0,26571.45,27446.0
exp3_8736h,8736,2018-06-06,9,28670.0,27954.602,28518.0
exp3_8736h,8736,2018-06-06,10,29057.0,28981.09,28879.0
exp3_8736h,8736,2018-06-06,11,29459.0,29866.992,29860.0
exp3_8736h,8736,2018-06-06,12,29803.0,30452.21,30474.0
exp3_8736h,8736,2018-06-06,13,30343.0,31139.527,30827.0
exp3_8736h,8736,2018-06-06,14,30785.0,31685.035,31584.0
exp3_8736h,8736,2018-06-06,15,31185.0,32188.754,31997.0
exp3_8736h,8736,2018-06-06,16,31410.0,32624.941,32550.0
exp3_8736h,8736,2018-06-06,17,31566.0,33170.965,33048.0
exp3_8736h,8736,2018-06-06,18,31372.0,33451.277,33270.0
exp3_8736h,8736,2018-06-06,19,30834.0,32879.258,32649.0
exp3_8736h,8736,2018-06-06,20,30497.0,32285.238,32006.0
exp3_8736h,8736,2018-06-06,21,30731.0,31801.61,31792.0
exp3_8736h,8736,2018-06-06,22,29957.0,30559.418,30831.0
exp3_8736h,8736,2018-06-06,23,27716.0,28181.934,28393.0
exp3_8736h,8736,2018-06-07,0,25357.0,25437.502,25750.0
exp3_8736h,8736,2018-06-07,1,23418.0,23560.242,23817.0
exp3_8736h,8736,2018-06-07,2,22350.0,22328.94,22618.0
exp3_8736h,8736,2018-06-07,3,21709.0,21485.48,22000.0
exp3_8736h,8736,2018-06-07,4,21485.0,21137.402,21687.0
exp3_8736h,8736,2018-06-07,5,21790.0,21247.58,22036.0
exp3_8736h,8736,2018-06-07,6,23248.0,22316.168,23329.0
exp3_8736h,8736,2018-06-07,7,25701.0,24227.762,25715.0
exp3_8736h,8736,2018-06-07,8,27733.0,26087.57,27799.0
exp3_8736h,8736,2018-06-07,9,28670.0,27609.467,28670.0
exp3_8736h,8736,2018-06-07,10,29290.0,28769.7,29057.0
exp3_8736h,8736,2018-06-07,11,30052.0,29844.371,29459.0
exp3_8736h,8736,2018-06-07,12,30523.0,30739.146,29803.0
exp3_8736h,8736,2018-06-07,13,31072.0,31532.273,30343.0
exp3_8736h,8736,2018-06-07,14,31946.0,32208.328,30785.0
exp3_8736h,8736,2018-06-07,15,32347.0,32854.453,31185.0
exp3_8736h,8736,2018-06-07,16,32994.0,33630.312,31410.0
exp3_8736h,8736,2018-06-07,17,33648.0,34227.61,31566.0
exp3_8736h,8736,2018-06-07,18,33933.0,34515.492,31372.0
exp3_8736h,8736,2018-06-07,19,33537.0,34071.32,30834.0
exp3_8736h,8736,2018-06-07,20,32713.0,33425.34,30497.0
exp3_8736h,8736,2018-06-07,21,32341.0,32900.79,30731.0
exp3_8736h,8736,2018-06-07,22,31692.0,31700.955,29957.0
exp3_8736h,8736,2018-06-07,23,29228.0,29481.043,27716.0
exp3_8736h,8736,2018-06-08,0,26556.0,26634.207,25357.0
exp3_8736h,8736,2018-06-08,1,24533.0,24791.361,23418.0
exp3_8736h,8736,2018-06-08,2,23148.0,23523.492,22350.0
exp3_8736h,8736,2018-06-08,3,22406.0,22755.488,21709.0
exp3_8736h,8736,2018-06-08,4,22036.0,22433.768,21485.0
exp3_8736h,8736,2018-06-08,5,22266.0,22793.086,21790.0
exp3_8736h,8736,2018-06-08,6,23491.0,23970.557,23248.0
exp3_8736h,8736,2018-06-08,7,25629.0,26108.31,25701.0
exp3_8736h,8736,2018-06-08,8,27910.0,28601.895,27733.0
exp3_8736h,8736,2018-06-08,9,29329.0,30603.695,28670.0
exp3_8736h,8736,2018-06-08,10,30621.0,32415.23,29290.0
exp3_8736h,8736,2018-06-08,11,31945.0,33944.71,30052.0
exp3_8736h,8736,2018-06-08,12,33290.0,35322.066,30523.0
exp3_8736h,8736,2018-06-08,13,34548.0,36531.21,31072.0
exp3_8736h,8736,2018-06-08,14,36032.0,37501.41,31946.0
exp3_8736h,8736,2018-06-08,15,36982.0,38352.33,32347.0
exp3_8736h,8736,2018-06-08,16,37753.0,39204.758,32994.0
exp3_8736h,8736,2018-06-08,17,38340.0,39733.26,33648.0
exp3_8736h,8736,2018-06-08,18,38407.0,39775.395,33933.0
exp3_8736h,8736,2018-06-08,19,37501.0,38909.047,33537.0
exp3_8736h,8736,2018-06-08,20,36366.0,37906.79,32713.0
exp3_8736h,8736,2018-06-08,21,35678.0,37040.426,32341.0
exp3_8736h,8736,2018-06-08,22,34922.0,35817.867,31692.0
exp3_8736h,8736,2018-06-08,23,32502.0,33359.047,29228.0
exp3_8736h,8736,2018-06-09,0,29768.0,29784.203,26556.0
exp3_8736h,8736,2018-06-09,1,27325.0,27578.287,24533.0
exp3_8736h,8736,2018-06-09,2,25548.0,25957.686,23148.0
exp3_8736h,8736,2018-06-09,3,24359.0,24745.637,22406.0
exp3_8736h,8736,2018-06-09,4,23670.0,23869.08,22036.0
exp3_8736h,8736,2018-06-09,5,23332.0,23647.982,22266.0
exp3_8736h,8736,2018-06-09,6,23352.0,23984.547,23491.0
exp3_8736h,8736,2018-06-09,7,23903.0,25107.512,25629.0
exp3_8736h,8736,2018-06-09,8,25678.0,26785.7,27910.0
exp3_8736h,8736,2018-06-09,9,27947.0,28607.918,29329.0
exp3_8736h,8736,2018-06-09,10,29993.0,30502.73,30621.0
exp3_8736h,8736,2018-06-09,11,31810.0,32023.121,31945.0
exp3_8736h,8736,2018-06-09,12,33355.0,33466.184,33290.0
exp3_8736h,8736,2018-06-09,13,34553.0,34534.965,34548.0
exp3_8736h,8736,2018-06-09,14,35414.0,35325.117,36032.0
exp3_8736h,8736,2018-06-09,15,36115.0,36024.58,36982.0
exp3_8736h,8736,2018-06-09,16,36326.0,36626.695,37753.0
exp3_8736h,8736,2018-06-09,17,36229.0,36951.195,38340.0
exp3_8736h,8736,2018-06-09,18,35983.0,36899.14,38407.0
exp3_8736h,8736,2018-06-09,19,35157.0,36198.105,37501.0
exp3_8736h,8736,2018-06-09,20,34019.0,35135.36,36366.0
exp3_8736h,8736,2018-06-09,21,33453.0,34531.945,35678.0
exp3_8736h,8736,2018-06-09,22,32856.0,33673.344,34922.0
exp3_8736h,8736,2018-06-09,23,31029.0,31479.828,32502.0
exp3_8736h,8736,2018-06-10,0,28798.0,28512.758,29768.0
exp3_8736h,8736,2018-06-10,1,26775.0,26371.828,27325.0
exp3_8736h,8736,2018-06-10,2,25157.0,24705.482,25548.0
exp3_8736h,8736,2018-06-10,3,24054.0,23462.492,24359.0
exp3_8736h,8736,2018-06-10,4,23339.0,22484.117,23670.0
exp3_8736h,8736,2018-06-10,5,22972.0,22002.457,23332.0
exp3_8736h,8736,2018-06-10,6,22853.0,22069.121,23352.0
exp3_8736h,8736,2018-06-10,7,23016.0,22548.635,23903.0
exp3_8736h,8736,2018-06-10,8,24098.0,23580.672,25678.0
exp3_8736h,8736,2018-06-10,9,25703.0,24751.559,27947.0
exp3_8736h,8736,2018-06-10,10,27250.0,26117.418,29993.0
exp3_8736h,8736,2018-06-10,11,28270.0,27384.594,31810.0
exp3_8736h,8736,2018-06-10,12,28983.0,28439.322,33355.0
exp3_8736h,8736,2018-06-10,13,29338.0,29241.012,34553.0
exp3_8736h,8736,2018-06-10,14,29395.0,29815.652,35414.0
exp3_8736h,8736,2018-06-10,15,29276.0,30095.582,36115.0
exp3_8736h,8736,2018-06-10,16,29260.0,30409.453,36326.0
exp3_8736h,8736,2018-06-10,17,29273.0,30687.836,36229.0
exp3_8736h,8736,2018-06-10,18,29370.0,30985.271,35983.0
exp3_8736h,8736,2018-06-10,19,29169.0,30916.787,35157.0
exp3_8736h,8736,2018-06-10,20,28892.0,30613.414,34019.0
exp3_8736h,8736,2018-06-10,21,28915.0,30486.816,33453.0
exp3_8736h,8736,2018-06-10,22,28157.0,29882.035,32856.0
exp3_8736h,8736,2018-06-10,23,26346.0,27855.555,31029.0
exp3_8736h,8736,2018-06-11,0,24334.0,24344.344,28798.0
exp3_8736h,8736,2018-06-11,1,22795.0,22866.512,26775.0
exp3_8736h,8736,2018-06-11,2,21760.0,21753.336,25157.0
exp3_8736h,8736,2018-06-11,3,21308.0,21168.258,24054.0
exp3_8736h,8736,2018-06-11,4,21185.0,20876.129,23339.0
exp3_8736h,8736,2018-06-11,5,21662.0,21059.629,22972.0
exp3_8736h,8736,2018-06-11,6,23139.0,22044.938,22853.0
exp3_8736h,8736,2018-06-11,7,25580.0,23564.973,23016.0
exp3_8736h,8736,2018-06-11,8,27633.0,25221.594,24098.0
exp3_8736h,8736,2018-06-11,9,28677.0,26649.338,25703.0
exp3_8736h,8736,2018-06-11,10,29201.0,27974.969,27250.0
exp3_8736h,8736,2018-06-11,11,29622.0,29371.232,28270.0
exp3_8736h,8736,2018-06-11,12,29783.0,30487.0,28983.0
exp3_8736h,8736,2018-06-11,13,29852.0,31516.945,29338.0
exp3_8736h,8736,2018-06-11,14,29928.0,32451.332,29395.0
exp3_8736h,8736,2018-06-11,15,30044.0,33116.14,29276.0
exp3_8736h,8736,2018-06-11,16,30190.0,33786.875,29260.0
exp3_8736h,8736,2018-06-11,17,30567.0,34341.227,29273.0
exp3_8736h,8736,2018-06-11,18,30843.0,34375.203,29370.0
exp3_8736h,8736,2018-06-11,19,30509.0,33786.316,29169.0
exp3_8736h,8736,2018-06-11,20,29994.0,33040.562,28892.0
exp3_8736h,8736,2018-06-11,21,29858.0,32409.129,28915.0
exp3_8736h,8736,2018-06-11,22,29348.0,31183.936,28157.0
exp3_8736h,8736,2018-06-11,23,27099.0,28805.316,26346.0
exp3_8736h,8736,2018-06-12,0,24709.0,24784.46,24334.0
exp3_8736h,8736,2018-06-12,1,22918.0,23088.867,22795.0
exp3_8736h,8736,2018-06-12,2,21804.0,22009.08,21760.0
exp3_8736h,8736,2018-06-12,3,21283.0,21535.688,21308.0
exp3_8736h,8736,2018-06-12,4,21025.0,21340.707,21185.0
exp3_8736h,8736,2018-06-12,5,21397.0,21542.316,21662.0
exp3_8736h,8736,2018-06-12,6,22640.0,22542.682,23139.0
exp3_8736h,8736,2018-06-12,7,24887.0,24369.426,25580.0
exp3_8736h,8736,2018-06-12,8,26871.0,26262.621,27633.0
exp3_8736h,8736,2018-06-12,9,27842.0,27542.246,28677.0
exp3_8736h,8736,2018-06-12,10,28384.0,28682.912,29201.0
exp3_8736h,8736,2018-06-12,11,29007.0,29801.105,29622.0
exp3_8736h,8736,2018-06-12,12,29499.0,30649.877,29783.0
exp3_8736h,8736,2018-06-12,13,29996.0,31446.65,29852.0
exp3_8736h,8736,2018-06-12,14,30662.0,32207.658,29928.0
exp3_8736h,8736,2018-06-12,15,31204.0,32785.277,30044.0
exp3_8736h,8736,2018-06-12,16,31992.0,33572.86,30190.0
exp3_8736h,8736,2018-06-12,17,32803.0,34301.918,30567.0
exp3_8736h,8736,2018-06-12,18,33450.0,34500.715,30843.0
exp3_8736h,8736,2018-06-12,19,33088.0,33954.48,30509.0
exp3_8736h,8736,2018-06-12,20,32314.0,33396.66,29994.0
exp3_8736h,8736,2018-06-12,21,31913.0,32867.63,29858.0
exp3_8736h,8736,2018-06-12,22,31336.0,31544.164,29348.0
exp3_8736h,8736,2018-06-12,23,28938.0,29001.45,27099.0
exp3_8736h,8736,2018-06-13,0,26383.0,26403.586,24709.0
exp3_8736h,8736,2018-06-13,1,24466.0,24509.656,22918.0
exp3_8736h,8736,2018-06-13,2,23313.0,23286.324,21804.0
exp3_8736h,8736,2018-06-13,3,22716.0,22615.125,21283.0
exp3_8736h,8736,2018-06-13,4,22488.0,22278.59,21025.0
exp3_8736h,8736,2018-06-13,5,22903.0,22431.57,21397.0
exp3_8736h,8736,2018-06-13,6,24406.0,23428.977,22640.0
exp3_8736h,8736,2018-06-13,7,26915.0,25405.734,24887.0
exp3_8736h,8736,2018-06-13,8,29132.0,27434.25,26871.0
exp3_8736h,8736,2018-06-13,9,30450.0,28913.086,27842.0
exp3_8736h,8736,2018-06-13,10,31416.0,30117.514,28384.0
exp3_8736h,8736,2018-06-13,11,32626.0,31385.041,29007.0
exp3_8736h,8736,2018-06-13,12,33566.0,32464.258,29499.0
exp3_8736h,8736,2018-06-13,13,34313.0,33262.074,29996.0
exp3_8736h,8736,2018-06-13,14,35173.0,34052.44,30662.0
exp3_8736h,8736,2018-06-13,15,35843.0,34801.816,31204.0
exp3_8736h,8736,2018-06-13,16,36663.0,35496.406,31992.0
exp3_8736h,8736,2018-06-13,17,37337.0,35982.406,32803.0
exp3_8736h,8736,2018-06-13,18,38055.0,36095.656,33450.0
exp3_8736h,8736,2018-06-13,19,38072.0,35562.406,33088.0
exp3_8736h,8736,2018-06-13,20,37632.0,34878.973,32314.0
exp3_8736h,8736,2018-06-13,21,37539.0,34348.78,31913.0
exp3_8736h,8736,2018-06-13,22,37025.0,33052.625,31336.0
exp3_8736h,8736,2018-06-13,23,34370.0,30504.076,28938.0
exp3_8736h,8736,2018-06-14,0,31503.0,31243.795,26383.0
exp3_8736h,8736,2018-06-14,1,29047.0,28846.191,24466.0
exp3_8736h,8736,2018-06-14,2,27429.0,27089.908,23313.0
exp3_8736h,8736,2018-06-14,3,26217.0,25996.293,22716.0
exp3_8736h,8736,2018-06-14,4,25352.0,25315.078,22488.0
exp3_8736h,8736,2018-06-14,5,25320.0,25360.217,22903.0
exp3_8736h,8736,2018-06-14,6,26065.0,26414.426,24406.0
exp3_8736h,8736,2018-06-14,7,28298.0,28312.7,26915.0
exp3_8736h,8736,2018-06-14,8,30549.0,30500.207,29132.0
exp3_8736h,8736,2018-06-14,9,31815.0,31805.303,30450.0
